dynasty,period,book_name,author,full_book_info,total_chars,file_count,unique_variants_found
明,明代,職方外紀,明,職方外紀 (明),300740,60,10
明,明代,肇論略註,德清,肇論略註 (德清),657030,60,10
明,明代,胡仲子集,明,胡仲子集 (明),808250,120,10
明,明代,胡文敬集,明,胡文敬集 (明),432090,40,10
明,明代,胡文穆雜著,明,胡文穆雜著 (明),144750,20,10
明,明代,胡端敏奏議,明,胡端敏奏議 (明),1189880,110,10
明,明代,臨安集,明,臨安集 (明),269590,70,10
明,明代,自怡集,明,自怡集 (明),78420,30,10
明,明代,興善南明廣禪師語錄,慧廣,興善南明廣禪師語錄 (慧廣),64420,10,10
明,明代,般若心經一貫疏,益證,般若心經一貫疏 (益證),83480,10,10
明,明代,般若心經小談,觀衡,般若心經小談 (觀衡),13120,10,10
明,明代,般若心經指掌,元賢,般若心經指掌 (元賢),27990,10,10
明,明代,般若心經提綱,李贄,般若心經提綱 (李贄),8410,10,10
明,明代,般若心經斲輪解,通容,般若心經斲輪解 (通容),86820,10,10
明,明代,般若心經概論,林兆恩,般若心經概論 (林兆恩),83720,10,10
明,明代,般若心經正眼,大文,般若心經正眼 (大文),22410,10,10
明,明代,般若心經注解,真可,般若心經注解 (真可),20200,10,10
明,明代,般若心經添足,弘贊,般若心經添足 (弘贊),128370,10,10
明,明代,般若心經略疏小鈔,錢謙益,般若心經略疏小鈔 (錢謙益),544790,20,10
明,明代,般若心經發隱,正相,般若心經發隱 (正相),56720,10,10
明,明代,般若心經直說,德清,般若心經直說 (德清),41500,10,10
明,明代,般若心經直談,真可,般若心經直談 (真可),9180,10,10
明,明代,般若心經要論,真可,般若心經要論 (真可),25280,10,10
明,明代,般若心經解義節要,宋濂,般若心經解義節要 (宋濂),75200,10,10
明,明代,般若心經註解,何道全,般若心經註解 (何道全),227610,20,10
明,明代,般若心經註解,諸萬里,般若心經註解 (諸萬里),227610,20,10
明,明代,般若心經說,洪恩,般若心經說 (洪恩),15050,20,10
明,明代,般若心經說,真可,般若心經說 (真可),15050,20,10
明,明代,般若心經貫義,弘贊,般若心經貫義 (弘贊),40440,10,10
明,明代,般若心經釋略,林兆恩,般若心經釋略 (林兆恩),64440,10,10
明,明代,般若心經釋疑,謝觀光,般若心經釋疑 (謝觀光),139490,10,10
明,明代,般若心經釋義,謝觀光,般若心經釋義 (謝觀光),50370,10,10
明,明代,般若心經釋要,智旭,般若心經釋要 (智旭),22900,10,10
明,明代,般若心經開度,弘麗,般若心經開度 (弘麗),79940,10,10
明,明代,般若心經際決,大慧,般若心經際決 (大慧),43630,10,10
明,明代,般若波羅蜜多心經註解,宗泐,般若波羅蜜多心經註解 (宗泐),34250,10,10
明,明代,花草稡編,明,花草稡編 (明),2762010,250,10
明,明代,芻蕘集,明,芻蕘集 (明),803210,70,10
明,明代,苑洛志樂,韓邦奇,苑洛志樂 (韓邦奇),1370400,180,10
明,明代,苑洛集,明,苑洛集 (明),2290760,230,10
明,明代,茅薝集,明,茅薝集 (明),676410,90,10
明,明代,草木子,明,草木子 (明),375960,50,10
明,明代,草澤狂歌,明,草澤狂歌 (明),316660,60,10
明,明代,草閣詩集,李曄,草閣詩集 (李曄),460900,70,10
明,明代,荊川集,明,荊川集 (明),3072590,220,10
明,明代,莊子內篇註,德清,莊子內篇註 (德清),640360,40,10
明,明代,莊子翼,焦竤,莊子翼 (焦竤),1328040,90,10
明,明代,莊渠遺書,明,莊渠遺書 (明),1684410,170,10
明,明代,菩薩戒本箋要,智旭,菩薩戒本箋要 (智旭),139620,10,10
明,明代,菩薩戒疏隨見錄,今釋,菩薩戒疏隨見錄 (今釋),168940,10,10
明,明代,菩薩戒羯磨文釋,智旭,菩薩戒羯磨文釋 (智旭),80690,10,10
明,明代,華嚴大意,明,華嚴大意 (明),23400,10,10
明,明代,華嚴經合論簡要,明,華嚴經合論簡要 (明),716470,40,10
明,明代,華嚴經合論纂要,明,華嚴經合論纂要 (明),727450,30,10
明,明代,華嚴經感應略記,袾宏,華嚴經感應略記 (袾宏),38420,10,10
明,明代,華嚴道場起止大略,明,華嚴道場起止大略 (明),9490,10,10
明,明代,華泉集,明,華泉集 (明),1260930,150,10
明,明代,菽園雜記,明,菽園雜記 (明),847490,160,10
明,明代,萃善錄,明,萃善錄 (明),136140,30,10
明,明代,萬姓統譜,凌迪知,萬姓統譜 (凌迪知),10745630,860,10
明,明代,萬峰和尚語錄,時蔚,萬峰和尚語錄 (時蔚),198620,10,10
明,明代,葉八白易傳,明,葉八白易傳 (明),1829590,170,10
明,明代,蓮邦詩選,廣貴,蓮邦詩選 (廣貴),301140,10,10
明,明代,蕅益三頌,智旭,蕅益三頌 (智旭),109850,10,10
明,明代,蕅益大師佛學十種,明,蕅益大師佛學十種 (明),135260,20,10
明,明代,薛氏醫案,明,薛氏醫案 (明),8655660,780,10
明,明代,薛荔園詩集,明,薛荔園詩集 (明),595100,50,10
明,明代,藍山集,明,藍山集 (明),298980,70,10
明,明代,藍澗集,明,藍澗集 (明),254650,70,10
明,明代,藝彀,明,藝彀 (明),256420,50,10
明,明代,藥師三昧行法,受登,藥師三昧行法 (受登),124550,10,10
明,明代,蘇平仲文集,明,蘇平仲文集 (明),2171020,170,10
明,明代,蘇門集,明,蘇門集 (明),491500,110,10
明,明代,蘭庭集,明,蘭庭集 (明),293320,30,10
明,明代,虛舟集,明,虛舟集 (明),391250,60,10
明,明代,虛齋集,明,虛齋集 (明),981280,60,10
明,明代,蚓竅集,明,蚓竅集 (明),231460,120,10
明,明代,蜀中廣記,明,蜀中廣記 (明),9035230,1090,10
明,明代,蟫精雋,明,蟫精雋 (明),611140,170,10
明,明代,蠛蠓集,明,蠛蠓集 (明),806120,70,10
明,明代,蠡海集,明,蠡海集 (明),190050,20,10
明,明代,衡廬精舍藏稿,明,衡廬精舍藏稿 (明),3447790,420,10
明,明代,表度說,明,表度說 (明),111890,10,10
明,明代,表記集傳,明,表記集傳 (明),985970,40,10
明,明代,袁州仰山慧寂禪師語錄,語風圓信,袁州仰山慧寂禪師語錄 (語風圓信),124370,10,10
明,明代,補續高僧傳,明河,補續高僧傳 (明河),2874200,260,10
明,明代,襄毅文集,明,襄毅文集 (明),1156150,160,10
明,明代,西方合論,袁宏道,西方合論 (袁宏道),586310,100,10
明,明代,西方合論標註,明教,西方合論標註 (明教),479010,100,10
明,明代,西方直指,一念,西方直指 (一念),209410,30,10
明,明代,西方願文,袾宏,西方願文 (袾宏),28220,10,10
明,明代,西晉文紀,明,西晉文紀 (明),2839400,210,10
明,明代,西村詩集,明,西村詩集 (明),182980,40,10
明,明代,西村集,明,西村集 (明),1127820,90,10
明,明代,西湖遊覽志,田汝成,西湖遊覽志 (田汝成),3239160,510,10
明,明代,西漢文紀,明,西漢文紀 (明),3249420,250,10
明,明代,西菴集,明,西菴集 (明),518240,100,10
明,明代,西郊笑端集,明,西郊笑端集 (明),383530,30,10
明,明代,西銘述解,曹端,西銘述解 (曹端),24610,10,10
明,明代,西隱集,明,西隱集 (明),707690,130,10
明,明代,覆瓿集,朱同,覆瓿集 (朱同),440920,90,10
明,明代,見素集,明,見素集 (明),3477630,520,10
明,明代,見聞錄,智旭,見聞錄 (智旭),84860,10,10
明,明代,觀所緣緣論會釋,明昱,觀所緣緣論會釋 (明昱),53390,10,10
明,明代,觀所緣緣論直解,智旭,觀所緣緣論直解 (智旭),50820,10,10
明,明代,觀所緣緣論釋直解,智旭,觀所緣緣論釋直解 (智旭),160590,10,10
明,明代,觀所緣緣論釋記,明昱,觀所緣緣論釋記 (明昱),272120,10,10
明,明代,觀楞伽經記,德清,觀楞伽經記 (德清),2249040,80,10
明,明代,觀無量壽佛經圖頌,傳燈,觀無量壽佛經圖頌 (傳燈),69420,10,10
明,明代,觀經變像經文偈頌,陳明光,觀經變像經文偈頌 (陳明光),35790,10,10
明,明代,觚不觚錄,明,觚不觚錄 (明),91350,20,10
明,明代,訥谿奏疏,明,訥谿奏疏 (明),176740,20,10
明,明代,詩傳大全,明,詩傳大全 (明),4746150,210,10
明,明代,詩故,明,詩故 (明),390970,110,10
明,明代,詩經世本古義,明,詩經世本古義 (明),11250540,300,10
明,明代,詩解頤,明,詩解頤 (明),618600,60,10
明,明代,詩話補遺,明,詩話補遺 (明),193460,40,10
明,明代,詩說解頤,明,詩說解頤 (明),2780450,410,10
明,明代,語林,明,語林 (明),3407130,310,10
明,明代,誠意伯文集,明,誠意伯文集 (明),2769080,210,10
明,明代,說學齋稿,明,說學齋稿 (明),660330,50,10
明,明代,說畧,明,說畧 (明),3439520,310,10
明,明代,說郛,明,說郛 (明),28875230,1210,10
明,明代,論語商,周宗建,論語商 (周宗建),409000,40,10
明,明代,論語學案,劉宗周,論語學案 (劉宗周),1165350,110,10
明,明代,論語類考,陳士元,論語類考 (陳士元),1002360,210,10
明,明代,諸上善人詠,道衍,諸上善人詠 (道衍),248700,10,10
明,明代,諸佛世尊如來菩薩尊者名稱歌曲,太宗朱棣,諸佛世尊如來菩薩尊者名稱歌曲 (太宗朱棣),4397010,510,10
明,明代,諸佛世尊如來菩薩尊者神僧名經,太宗朱棣,諸佛世尊如來菩薩尊者神僧名經 (太宗朱棣),3417120,400,10
明,明代,諸師真誥,明,諸師真誥 (明),46480,10,10
明,明代,諸葛忠武書,明,諸葛忠武書 (明),540930,110,10
明,明代,謙齋文錄,明,謙齋文錄 (明),893690,50,10
明,明代,證治準繩,明,證治準繩 (明),20978710,1210,10
明,明代,譚苑醍醐,明,譚苑醍醐 (明),466550,100,10
明,明代,譚襄敏奏議,明,譚襄敏奏議 (明),1465940,110,10
明,明代,護法錄,宋濂,護法錄 (宋濂),1536050,100,10
明,明代,讀易紀聞,明,讀易紀聞 (明),958660,70,10
明,明代,讀易述,明,讀易述 (明),3140330,180,10
明,明代,讀易餘言,明,讀易餘言 (明),508650,60,10
明,明代,讀春秋略記,明,讀春秋略記 (明),1175320,130,10
明,明代,讀書劄記,明,讀書劄記 (明),443540,110,10
明,明代,讀書後,明,讀書後 (明),563090,90,10
明,明代,讀書錄,明,讀書錄 (明),1348900,240,10
明,明代,讀詩略記,明,讀詩略記 (明),1209400,70,10
明,明代,讀詩私記,明,讀詩私記 (明),234850,60,10
明,明代,讕言長語,明,讕言長語 (明),239620,30,10
明,明代,讚禮地藏菩薩懺願儀,智旭,讚禮地藏菩薩懺願儀 (智旭),42360,10,10
明,明代,象田即念禪師語錄,淨現,象田即念禪師語錄 (淨現),364260,40,10
明,明代,貞白遺稿,明,貞白遺稿 (明),413220,130,10
明,明代,費隱禪師語錄,通容,費隱禪師語錄 (通容),1564820,140,10
明,明代,贊靈集,明,贊靈集 (明),141790,50,10
明,明代,赤水元珠,明,赤水元珠 (明),5655550,310,10
明,明代,赤雅,明,赤雅 (明),148690,40,10
明,明代,起信論捷要,正遠,起信論捷要 (正遠),452450,20,10
明,明代,起信論直解,德清,起信論直解 (德清),466360,20,10
明,明代,起信論纂註,真界,起信論纂註 (真界),472870,20,10
明,明代,起信論續疏,通潤,起信論續疏 (通潤),660580,20,10
明,明代,趙氏鐵綱珊瑚,明,趙氏鐵綱珊瑚 (明),3262390,190,10
明,明代,趙考古文集,明,趙考古文集 (明),336190,30,10
明,明代,轉注古音略,楊愼,轉注古音略 (楊愼),640560,60,10
明,明代,農政全書,明,農政全書 (明),4106670,610,10
明,明代,迪功集,明,迪功集 (明),261730,80,10
明,明代,通書述解,明,通書述解 (明),228450,40,10
明,明代,通雅,明,通雅 (明),6293680,530,10
明,明代,遁甲演義,明,遁甲演義 (明),352390,50,10
明,明代,運甓漫稿,明,運甓漫稿 (明),576080,80,10
明,明代,道德真經次解,明,道德真經次解 (明),164490,30,10
明,明代,道德真經頌,蔣融庵,道德真經頌 (蔣融庵),26210,10,10
明,明代,道法會元,明,道法會元 (明),11535830,2690,10
明,明代,道藏目錄詳註,白雲齋,道藏目錄詳註 (白雲齋),705440,50,10
明,明代,道餘錄,姚廣孝,道餘錄 (姚廣孝),141780,10,10
明,明代,遜志齋集,明,遜志齋集 (明),4411850,260,10
明,明代,遵巖集,明,遵巖集 (明),3423480,250,10
明,明代,遵生八牋,明,遵生八牋 (明),3020070,200,10
明,明代,遺教經解,智旭,遺教經解 (智旭),128690,10,10
明,明代,鄭開陽雜著,鄭若曾,鄭開陽雜著 (鄭若曾),557740,110,10
明,明代,醫旨緒餘,明,醫旨緒餘 (明),550560,30,10
明,明代,醫閭集,明,醫閭集 (明),540280,100,10
明,明代,釋文紀,明,釋文紀 (明),5621240,460,10
明,明代,釋迦如來應化錄,寶成,釋迦如來應化錄 (寶成),696230,20,10
明,明代,釋鑑稽古略續集,幻輪,釋鑑稽古略續集 (幻輪),779140,30,10
明,明代,重治毗尼事義集要,智旭,重治毗尼事義集要 (智旭),2204830,170,10
明,明代,重編瓊臺藁,明,重編瓊臺藁 (明),3015360,250,10
明,明代,重訂詩經疑問,明,重訂詩經疑問 (明),1763270,130,10
明,明代,野古集,明,野古集 (明),383060,50,10
明,明代,野菜博錄,明,野菜博錄 (明),164900,50,10
明,明代,金光明經,曇無讖,金光明經 (曇無讖),349800,40,10
明,明代,金光明經文句科,明得,金光明經文句科 (明得),288430,10,10
明,明代,金光明經玄義科,明得,金光明經玄義科 (明得),62180,10,10
明,明代,金光明經科註,受汰,金光明經科註 (受汰),607050,40,10
明,明代,金剛三昧經注解,圓澄,金剛三昧經注解 (圓澄),461720,40,10
明,明代,金剛經偈釋,曾鳳儀,金剛經偈釋 (曾鳳儀),179520,20,10
明,明代,金剛經宗通,曾鳳儀,金剛經宗通 (曾鳳儀),653930,70,10
明,明代,金剛經新異錄,王起隆,金剛經新異錄 (王起隆),110890,10,10
明,明代,金剛經正眼,大韻,金剛經正眼 (大韻),27910,10,10
明,明代,金剛經決疑,德清,金剛經決疑 (德清),207820,10,10
明,明代,金剛經略疏,元賢,金剛經略疏 (元賢),185470,10,10
明,明代,金剛經略談,觀衡,金剛經略談 (觀衡),48910,10,10
明,明代,金剛經破空論,智旭,金剛經破空論 (智旭),234800,10,10
明,明代,金剛經筆記,如觀,金剛經筆記 (如觀),249820,10,10
明,明代,金剛經統論,林兆恩,金剛經統論 (林兆恩),193050,10,10
明,明代,金剛經補註,韓巖,金剛經補註 (韓巖),409610,20,10
明,明代,金剛經觀心釋,智旭,金剛經觀心釋 (智旭),18860,10,10
明,明代,金剛經註解,洪蓮,金剛經註解 (洪蓮),930050,40,10
明,明代,金剛經註解鐵鋑錎,屠根,金剛經註解鐵鋑錎 (屠根),445440,20,10
明,明代,金剛經釋,真可,金剛經釋 (真可),27080,10,10
明,明代,金剛經鎞,廣伸,金剛經鎞 (廣伸),440140,20,10
明,明代,金剛經音釋直解,圓杲,金剛經音釋直解 (圓杲),202120,10,10
明,明代,金剛般若波羅蜜經註解,宗泐,金剛般若波羅蜜經註解 (宗泐),168230,10,10
明,明代,金文靖集,明,金文靖集 (明),1968800,110,10
明,明代,金石史,明,金石史 (明),142840,30,10
明,明代,金石林時地考,明,金石林時地考 (明),123110,30,10
明,明代,金籙十迴度人午朝轉經儀,明,金籙十迴度人午朝轉經儀 (明),18460,10,10
明,明代,金籙十迴度人午朝開收儀,明,金籙十迴度人午朝開收儀 (明),25680,10,10
明,明代,金籙十迴度人早朝轉經儀,明,金籙十迴度人早朝轉經儀 (明),26850,10,10
明,明代,金籙十迴度人早朝開收儀,明,金籙十迴度人早朝開收儀 (明),26370,10,10
明,明代,金籙十迴度人晚朝轉經儀,明,金籙十迴度人晚朝轉經儀 (明),20570,10,10
明,明代,金籙十迴度人晚朝開收儀,明,金籙十迴度人晚朝開收儀 (明),18180,10,10
明,明代,金籙延壽設醮儀,明,金籙延壽設醮儀 (明),16970,10,10
明,明代,金籙玄靈轉經午朝行道儀,明,金籙玄靈轉經午朝行道儀 (明),20810,10,10
明,明代,金籙玄靈轉經早朝行道儀,明,金籙玄靈轉經早朝行道儀 (明),23720,10,10
明,明代,金籙玄靈轉經晚朝行道儀,明,金籙玄靈轉經晚朝行道儀 (明),22690,10,10
明,明代,金薤琳琅,明,金薤琳琅 (明),798370,210,10
明,明代,金陵清涼院文益禪師語錄,語風圓信,金陵清涼院文益禪師語錄 (語風圓信),102520,10,10
明,明代,針灸問對,明,針灸問對 (明),446100,40,10
明,明代,錢通,明,錢通 (明),2574360,330,10
明,明代,錦屏破石卓禪師雜著,悟卓,錦屏破石卓禪師雜著 (悟卓),18060,10,10
明,明代,鐘律通考,倪復,鐘律通考 (倪復),590880,70,10
明,明代,鐵眉三巴掌禪師語錄,鐵眉號三巴掌,鐵眉三巴掌禪師語錄 (鐵眉號三巴掌),58300,10,10
明,明代,長物志,明,長物志 (明),278120,130,10
明,明代,閩中十子詩,明,閩中十子詩 (明),1269700,310,10
明,明代,閩中海錯疏,明,閩中海錯疏 (明),118360,60,10
明,明代,閱藏知津,智旭,閱藏知津 (智旭),3456610,440,10
明,明代,關中奏議,明,關中奏議 (明),3567970,190,10
明,明代,闢妄救略說,圓悟,闢妄救略說 (圓悟),1255710,100,10
明,明代,闢邪集,鍾始聲,闢邪集 (鍾始聲),85270,10,10
明,明代,阿彌陀經已決,大慧,阿彌陀經已決 (大慧),51400,10,10
明,明代,阿彌陀經略解,大佑,阿彌陀經略解 (大佑),94800,10,10
明,明代,阿彌陀經略解圓中鈔,大佑,阿彌陀經略解圓中鈔 (大佑),549580,20,10
明,明代,阿彌陀經疏鈔,袾宏,阿彌陀經疏鈔 (袾宏),1230970,40,10
明,明代,阿彌陀經疏鈔事義,袾宏,阿彌陀經疏鈔事義 (袾宏),114030,10,10
明,明代,阿彌陀經疏鈔問辯,袾宏,阿彌陀經疏鈔問辯 (袾宏),125380,10,10
明,明代,阿彌陀經疏鈔擷,徐槐廷,阿彌陀經疏鈔擷 (徐槐廷),200580,10,10
明,明代,阿彌陀經疏鈔演義,古德法師,阿彌陀經疏鈔演義 (古德法師),1382440,40,10
明,明代,阿彌陀經要解,智旭,阿彌陀經要解 (智旭),187610,10,10
明,明代,阿彌陀經要解便蒙鈔,智旭,阿彌陀經要解便蒙鈔 (智旭),1034600,30,10
明,明代,陣紀,明,陣紀 (明),316160,50,10
明,明代,陳文紀,明,陳文紀 (明),911760,90,10
明,明代,陳白沙集,明,陳白沙集 (明),1658420,100,10
明,明代,陶學士集,明,陶學士集 (明),1318260,210,10
明,明代,陶菴全集,明,陶菴全集 (明),1420660,230,10
明,明代,陸子餘集,明,陸子餘集 (明),735100,90,10
明,明代,陽明先生集要,王守仁,陽明先生集要 (王守仁),3375510,210,10
明,明代,隋文紀,明,隋文紀 (明),1368490,90,10
明,明代,雅頌正音,明,雅頌正音 (明),290810,60,10
明,明代,集玉山房稿,明,集玉山房稿 (明),974260,110,10
明,明代,雍熙樂府,明,雍熙樂府 (明),5632380,210,10
明,明代,雙溪集,杭淮,雙溪集 (杭淮),321230,90,10
明,明代,離明瑞象燈儀,,離明瑞象燈儀,20150,10,10
明,明代,雨航雜錄,明,雨航雜錄 (明),176040,30,10
明,明代,雪峰義存禪師語錄,明,雪峰義存禪師語錄 (明),386020,20,10
明,明代,雪嶠信禪師語錄,弘歇,雪嶠信禪師語錄 (弘歇),926180,100,10
明,明代,雪關和尚語錄,智誾,雪關和尚語錄 (智誾),361280,60,10
明,明代,雪關禪師語錄,智誾,雪關禪師語錄 (智誾),1466260,130,10
明,明代,雲村集,明,雲村集 (明),846270,160,10
明,明代,雲林集,危素,雲林集 (危素),89550,30,10
明,明代,雲棲法彙,明,雲棲法彙 (明),3679960,250,10
明,明代,雲門麥浪懷禪師宗門設難,許元釗,雲門麥浪懷禪師宗門設難 (許元釗),92960,10,10
明,明代,震川集,明,震川集 (明),3821620,310,10
明,明代,震澤長語,明,震澤長語 (明),263980,30,10
明,明代,震澤集,明,震澤集 (明),2328920,370,10
明,明代,霏雪錄,明,霏雪錄 (明),229460,30,10
明,明代,靈寶淨明大法萬道玉章祕訣,,靈寶淨明大法萬道玉章祕訣,74170,10,10
明,明代,靈寶淨明天樞院都司法院須知法文,,靈寶淨明天樞院都司法院須知法文,7050,10,10
明,明代,靈寶淨明新修九老神印伏魔祕法,何守證,靈寶淨明新修九老神印伏魔祕法 (何守證),25490,10,10
明,明代,靈寶淨明院真師密誥,,靈寶淨明院真師密誥,5900,10,10
明,明代,靈峰蕅益大師宗論,智旭,靈峰蕅益大師宗論 (智旭),3485210,100,10
明,明代,青城山人集,明,青城山人集 (明),427460,90,10
明,明代,青谿漫稿,明,青谿漫稿 (明),2088990,250,10
明,明代,青霞集,明,青霞集 (明),928440,130,10
明,明代,靜學文集,明,靜學文集 (明),194460,10,10
明,明代,靜居集,明,靜居集 (明),555390,90,10
明,明代,靜菴集,明,靜菴集 (明),288830,50,10
明,明代,革除逸史,明,革除逸史 (明),118780,30,10
明,明代,頌古合響集,徹,頌古合響集 (徹),91700,10,10
明,明代,頖宮禮樂疏,明,頖宮禮樂疏 (明),2136750,110,10
明,明代,頣山詩話,明,頣山詩話 (明),76300,20,10
明,明代,頤庵文選,明,頤庵文選 (明),1520020,30,10
明,明代,願學集,明,願學集 (明),1769280,90,10
明,明代,類博稿,明,類博稿 (明),642610,120,10
明,明代,類經,張介賓,類經 (張介賓),7813180,480,10
明,明代,顧曲雜言,明,顧曲雜言 (明),62580,20,10
明,明代,顧華玉集,顧璘,顧華玉集 (顧璘),2613940,450,10
明,明代,香乘,明,香乘 (明),1053210,290,10
明,明代,馬政紀,明,馬政紀 (明),1276680,130,10
明,明代,馬端肅奏議,明,馬端肅奏議 (明),731340,130,10
明,明代,駢志,明,駢志 (明),2853800,210,10
明,明代,駢雅,朱謀㙔,駢雅 (朱謀㙔),178790,80,10
明,明代,高上神霄玉清真王紫書大法,明,高上神霄玉清真王紫書大法 (明),641770,130,10
明,明代,高太史大全集,明,高太史大全集 (明),1211560,190,10
明,明代,高太史鳧藻集,明,高太史鳧藻集 (明),485400,60,10
明,明代,高子遺書,明,高子遺書 (明),2331270,130,10
明,明代,鯤溟詩集,明,鯤溟詩集 (明),334280,50,10
明,明代,鳧藻集,明,鳧藻集 (明),440530,60,10
明,明代,鳳池吟稿,明,鳳池吟稿 (明),334890,130,10
明,明代,鳴盛集,明,鳴盛集 (明),390680,70,10
明,明代,鵞湖集,明,鵞湖集 (明),336940,70,10
明,明代,黃蘗無念禪師復問,深有,黃蘗無念禪師復問 (深有),397720,60,10
明,明代,龍樹五明論,,龍樹五明論,167470,20,10
明,明代,龍瑞觀禹穴陽明洞天圖經,葉樞,龍瑞觀禹穴陽明洞天圖經 (葉樞),10230,10,10
明初期,明代,大洞玉經,龔德同,大洞玉經 (龔德同),136970,30,10
明初期,明代,太上正一朝天三八謝罪法懺,明初期,太上正一朝天三八謝罪法懺 (明初期),34080,10,10
明初期,明代,群仙要語纂集,董漌醇,群仙要語纂集 (董漌醇),128410,10,10
清,清代,《瑜伽師地論》披尋記敘,韓清淨,《瑜伽師地論》披尋記敘 (韓清淨),26640,10,10
清,清代,一乘決疑論,清,一乘決疑論 (清),149590,10,10
清,清代,一初元禪師語錄,元,一初元禪師語錄 (元),263110,20,10
清,清代,一貫別傳,廣真,一貫別傳 (廣真),562890,50,10
清,清代,七俱胝佛母所說準提陀羅尼經會釋,弘贊,七俱胝佛母所說準提陀羅尼經會釋 (弘贊),532640,30,10
清,清代,七頌堂識小錄,清,七頌堂識小錄 (清),45600,10,10
清,清代,三傳折諸,張尚瑗,三傳折諸 (張尚瑗),901170,60,10
清,清代,三國志補注,杭世駿,三國志補注 (杭世駿),468240,70,10
清,清代,三塔主峰禪師語錄,覺海,三塔主峰禪師語錄 (覺海),125100,10,10
清,清代,三家詩拾遺,清,三家詩拾遺 (清),471960,110,10
清,清代,三山來禪師語錄,燈來,三山來禪師語錄 (燈來),1024260,160,10
清,清代,三正考,清,三正考 (清),89160,30,10
清,清代,三魚堂文集,清,三魚堂文集 (清),1763220,230,10
清,清代,三魚堂賸言,清,三魚堂賸言 (清),356100,130,10
清,清代,上清三尊譜錄,,上清三尊譜錄,42200,10,10
清,清代,上清丹天三氣玉皇六辰飛綱司命大籙,,上清丹天三氣玉皇六辰飛綱司命大籙,15570,10,10
清,清代,上清九真中經內訣,赤松子,上清九真中經內訣 (赤松子),14390,10,10
清,清代,上清佩符文白卷訣,,上清佩符文白卷訣,32480,10,10
清,清代,上清佩符文絳卷訣,,上清佩符文絳卷訣,12040,10,10
清,清代,上清佩符文青卷訣,,上清佩符文青卷訣,27990,10,10
清,清代,上清佩符文黃卷訣,,上清佩符文黃卷訣,19350,10,10
清,清代,上清佩符文黑卷訣,,上清佩符文黑卷訣,8720,10,10
清,清代,上清侍帝晨桐柏真人真圖讚,司馬丞禎,上清侍帝晨桐柏真人真圖讚 (司馬丞禎),29260,10,10
清,清代,上清僊府瓊林經,,上清僊府瓊林經,76610,10,10
清,清代,上清六甲祈禱祕法,,上清六甲祈禱祕法,27190,10,10
清,清代,上清十一大曜燈儀,,上清十一大曜燈儀,21770,10,10
清,清代,上清含象劍鑑圖,司馬丞禎,上清含象劍鑑圖 (司馬丞禎),10370,10,10
清,清代,上清大洞真經,朱自英,上清大洞真經 (朱自英),283760,70,10
清,清代,上清天寶齋初夜儀,,上清天寶齋初夜儀,27030,10,10
清,清代,上清天心正法,鄧有功,上清天心正法 (鄧有功),227600,70,10
清,清代,上清太微帝君結帶真文法,陸修靜,上清太微帝君結帶真文法 (陸修靜),3840,10,10
清,清代,上清太淵神龍瓊胎乘景上玄玉章,,上清太淵神龍瓊胎乘景上玄玉章,10420,10,10
清,清代,上清太玄九陽圖,侯善淵,上清太玄九陽圖 (侯善淵),22290,10,10
清,清代,上清握中訣,陶弘景,上清握中訣 (陶弘景),129130,40,10
清,清代,上清洞真天寶大洞三景寶籙,,上清洞真天寶大洞三景寶籙,161150,30,10
清,清代,上清洞真解過訣,,上清洞真解過訣,48590,10,10
清,清代,上清無英真童合遊內變玉經,,上清無英真童合遊內變玉經,7890,10,10
清,清代,上清眾真教戒德行經,,上清眾真教戒德行經,35940,30,10
清,清代,上清眾經諸真聖祕,,上清眾經諸真聖祕,252910,90,10
清,清代,上清祕道九精回曜合神上真玉經,,上清祕道九精回曜合神上真玉經,12400,10,10
清,清代,上清神寶洞房真諱上經,,上清神寶洞房真諱上經,19270,10,10
清,清代,上清經真丹祕訣,,上清經真丹祕訣,18000,10,10
清,清代,上清道類事相,王懸河,上清道類事相 (王懸河),161460,50,10
清,清代,上清靈寳大法目録,,上清靈寳大法目録,72730,10,10
清,清代,上清靈寶大法,王契真,上清靈寶大法 (王契真),6074770,1110,10
清,清代,上清靈寶大法,金允中,上清靈寶大法 (金允中),6074770,1110,10
清,清代,上清骨髓靈文鬼律,饒洞天,上清骨髓靈文鬼律 (饒洞天),98980,40,10
清,清代,上清黃書過度儀,,上清黃書過度儀,79730,10,10
清,清代,不會禪師語錄,法通,不會禪師語錄 (法通),556810,100,10
清,清代,世宗憲皇帝上諭內閣,清,世宗憲皇帝上諭內閣 (清),8816960,1610,10
清,清代,世宗憲皇帝上諭八旗,允祿,世宗憲皇帝上諭八旗 (允祿),3347470,390,10
清,清代,世宗憲皇帝御製文集,清,世宗憲皇帝御製文集 (清),1032140,310,10
清,清代,世宗憲皇帝硃批諭旨,清,世宗憲皇帝硃批諭旨 (清),36685130,2240,10
清,清代,世宗憲皇帝聖訓,清,世宗憲皇帝聖訓 (清),2648940,370,10
清,清代,世祖章皇帝聖訓,清,世祖章皇帝聖訓 (清),232770,70,10
清,清代,中州人物考,清,中州人物考 (清),987530,90,10
清,清代,中星譜,清,中星譜 (清),67000,20,10
清,清代,中西經星同異考,清,中西經星同異考 (清),162030,30,10
清,清代,九章錄要,清,九章錄要 (清),644780,130,10
